url,counter
www.baidu.com/search/image_travel.html,3
www.qq.com,3
auto.sina.com.cn/salon/SSANGYONG/SSANGYONG.shtml,3
car.autohome.com.cn/brand/32,3
yixiao00700.blog.sohu.com/87658613.html,3
dy.jnwlt.com/movie_db_2352.html,3
download.csdn.net/source/306171,3
www.52njle.cn,3
www.qsck.cn,3
you.video.sina.com.cn/a/1420236-1141290112.html,3
www.ganbing120.com.cn,3
www.rxing.cn/guorun/pages/3_304.asp,3
www.sh-an.com.cn,3
www.tianshannet.com/BIG5/channel59/513/514/200506/14/114780.html,3
past.people.com.cn/GB/other4583/4601/4641/20010605/482535.html,3
club.chinaren.com/52486374.html,3
photo.67.com/pic-2101-1.html,3
women.sohu.com/20071105/n253022885.shtml,3
www.hbt.cn,3
war.163.com/07/0702/09/3ICUHFOH00011MTO.html,3
cn.bbs.yahoo.com/message/read_?a\xa1\xa4?\xa6\xcc?\xa8\xae\xa1\xe3_71289.html,3
www.taihainet.com/news/military/jslwt/2007-06-27/141544.shtml,3
www.tudou.com/programs/view/NOikk5ZkW2c,3
modo520.cn/Soft/Show.asp?id=1262,3
military.club.china.com/data/thread/1011/2025/97/53/9_1.html,3
www.rnovel.com,3
www.uusee.com/news/info.php?id=150264,3
hi.baidu.com/%D0%A1%CB%B5%CD%BC%CA%E9%CD%F8,3
v.youku.com/v_show/id_cb00XMzczNzc2OA==.html,3
www.d1xz.net/show.aspx?id=11934,3
163.com,3
product.it168.com/list/b/0311_1.shtml,3
mp4.zg99.com,3
www.jiaodong.net/wenhua/system/2008/05/31/010261302.shtml,3
www.vagaa.com,3
111ss.com,3
qswyt.com,3
hexun.com/seartw/default.html,3
www.badrussiangirls.com,3
www.hhnovel.com,3
www.55sss.com,3
www.3poo.com,3
bbs.tiexue.net/post_1936558_1.html,3
arts.ifensi.com/arts/act/article-52905.html,3
bbs.zt169.com/showtopic-40705.aspx,3
news.xinhuanet.com/ziliao/2002-01/16/content_240608.htm,3
dfmz20082008.blog.sohu.com/85680551.html,3
www.xunbi.com/news_14726.html,3
sports.enorth.com.cn/system/2007/10/16/002156615.shtml,3
www.haotushu.com/book/331846,3
www.ruilitang.com/picture1picture/5132800.html,3
haojunminblog.blog.sohu.com,3
world.eastday.com/eastday/06news/world/w/20070819/u1a3051975.html,3
www.tjpu.edu.cn,3
iask.sina.com.cn/b/10143364.html,3
xiao77.okmovie.com.cn,3
news.163.com/06/0514/10/2H316IHV0001124J.html,3
oldrf.revefrance.com/archive/index.php/t-308453.html,3
ks.cn.yahoo.com/question/1306092303283.html,3
www.xyxmi.com/flashgame/17360.html,3
zhidao.baidu.com/question/39021844.html?si=1,3
www.qudian.com/20070912/?2?\xa8\xa6?3?????\xa1\xa4??\xa1\xe4\xa8\xa8\xa1\xa4?,3
zhidao.baidu.com/question/49440952,3
qiyiban71.blog.sohu.com/87419698.html,3
wenwen.soso.com/z/q38846748.htm,3
www.gay-massage.cn,3
www.hao123.com,3
www.2liang.net/baoyang/200711/37574.shtml,3
www.56.com/w76/play_album-aid-4154585_vid-Mjg1Njk3MDM.html,3
www.eqsn.gov.cn,3
66.90.113.138/article/sort04/info-18755.html,3
www.yellowriver.org/xiqidongshu/xqdshu.htm,3
www.xxshuo365.cn,3
guba5.eastmoney.com/002002,1004814829,guba.html,3
igogo8.com,3
ks.cn.yahoo.com/question/1406072608376.html,3
www.sogou.com/pinyin,3
www.youku.com/playlist_show/id_590546.html,2
www.nnyouth.net,2
www.xiao77-luntan.org.cn,2
necolehuang.blog.sohu.com/87961490.html,2
wenwen.soso.com/z/q53146881.htm,2
bbs.jpu.edu.cn/redirect.php?tid=19385&goto=newpost,2
hongdou.gxnews.com.cn,2
www.120ask.com/Question/2007-4-23/1728231.htm,2
www.ku6.com/show/04ZXsqjgOYV002hz.html,2
www.youku.com/playlist_show/id_182564.html,2
www.521sy.lingd.net/article-164488-1.html,2
www.manpeak.com,2
news.sina.com.cn/w/2006-09-29/102611136243.shtml,2
sky38yin.blog.china.com,2
www.80s.cn,2
www.stsky.com/Music/182459.htm,2
www.uczx.com,2
i.tom.com/site/mp3.html,2
www.kayoka.com/db/model-40-7.html,2
www.sao345.com,2
news.eastday.com/s/20080531/u1a3624128.html,2
www.soso.com,2
tieba.baidu.com/f?kz=319263225,2
www.tudou.com/playlist/id/1331,2
www.tiankei.com,2
tieba.baidu.com/f?kz=389722057,2
forum.taobao.com/forum-8/show_guide---guide-5913681-.htm,2
hotbadgirls.net,2
zhidao.baidu.com/question/28610164.html,2
www.cg58.com/Article_Show.asp?ArticleID=10353&ArticlePage=12,2
iask.sina.com.cn/b/644672.html,2
zf9999.net/dispbbs.asp?boardID=2&ID=4564&page=1,2
www.51bxg.com,2
zhidao.baidu.com/question/23236108,2
space.koook.com/song668851.html,2
ks.cn.yahoo.com/question/1406122200862.html,2
www.cnhan.com,2
www.cg58.com/Article_Show.asp?ArticleID=11182,2
www.988444.com/disp.asp?id=2976,2
blog.sina.com.cn/s/blog_4fe9d2490100921b.html,2
game.hkza.com/dispbbs.asp?boardid=48&id=8839&star=1,2
www.51momo.com/html/5/2008.05.16/1OWO5VYUQU0284ZU53DZ.html,2
book.qukanshu.com/html/6139.html,2
q.mop.com/topic_165139_2276163.html,2
jsp.auto.sohu.com/view/subbrand-sbid-279443.html,2
bj.city8.com,2
www.hzlive.com.cn/post/174.html,2
www.120ask.com/Question/2005-10-23/226150.shtml,2
www.soudi.cn/news_dc,2
www.qihoo.com/q/star/5957501.html,2
dv.ouou.com,2
www.lygame.com/dzbbs/viewthread.php?tid=32418,2
www.out360.cn/tuozhan/bbs/TopicShow.asp?ThreadID=575,2
www.sxgov.cn/xwzx/gjxw/369129_2.shtml,2
av.avbox.us,2
www.91ball.com/live/1997,2
www.openv.com/play/tvprogramme_20080516_6270861.html,2
www.eachnet.com,2
tv.mofile.com/IJB72DIF,2
www.97gao.org,2
www.nddaily.com/ndshipinlist/200805/t20080516_753275.shtml,2
www.xiao77xiao77xiao77.net.cn,2
www15.tianya.cn/new/Publicforum/Content.asp?idWriter=532791&Key=116290929&strItem=funinfo&idArticle=152297&flag=1,2
nv.qianlong.com/33530/2008/05/16/2400@4444820.htm,2
www.xkwx.com/Article/ArticleShow.asp?ArticleID=137498,2
comment.jmnews.com.cn/comment/list.aspx?data_id=351042,2
www.jjzy.cn/bbs/read.php?tid=26984&fpage=1,2
www.2008red.com/member_pic_346/files/nbpvizhe/html/article_3594_1.shtml,2
www.douban.com/note/11849875,2
info.china.alibaba.com/news/detail/v5003519-d1002072004-p2.html,2
www.cs-seo.cn/post/sao345.html,2
cirs.risun-group.com/bbs/dispbbs.asp?boardID=12&ID=3756&page=1,2
dig.yesky.com/560171.htm,2
tieba.baidu.com/f?kz=366197854,2
www.oldwomanyounggirl.com,2
www.qqzonez.com/thread-43604-1-1.html,2
bbs.npzw.com/viewthread.php?tid=275154&sid=fAILCB,2
zhidao.baidu.com/question/14579032,2
wenwen.soso.com/z/q34763028.htm,2
hot.yikuai.com/main/info_58614.html,2
www.ydbw.cn/sm.asp,2
www.ryx.cn/bbs/dv_rss.asp?s=xhtml&boardid=18&id=31117,2
www.skycn.com/soft/6404.html,2
www.zhanzhengmuguang.org.cn,2
www.qqkj.cn,2
www.ownskin.com,2
www.yesky.com/266/201766.shtml,2
junshi.huzhai.com/Detail.aspx?id=6084,2
fosusky.com/bbs/dispbbs.asp?boardid=27&id=1564,2
www.bcia.com.cn,2
wenwen.soso.com/z/q43895894.htm,2
www.youku.com/playlist_show/id_1561811.html,2
www.infzm.com,2
fund.eastmoney.com/590002.html,2
women.sohu.com/20070201/n247956228.shtml,2
www.ipk.cn/sort/111_1.htm,2
zhidao.baidu.com/question/29209481,2
www.rxgl.net/bbs/dispbbs.asp?boardID=11&ID=42846&page=1,2
dvd.zjgang.com/skin9/film_view_22940.html,2
qk.cn010w.com/quku_leirong.asp?lr_id=477&lb_id=25,2
www.zhujiangroad.com/software/html/39/39079.html,2
www.178yy.com/Investment/2007/05/00114129.shtml,2
www.ku6.com/show/vETH_ndYr-t3BJCr.html,2
www.ccidcom.com/weekly/news/35/20061128115624.htm,2
politics.people.com.cn/GB/8198/123248/123249/7310851.html,2
www.younggirlphotos.com,2
news.sohu.com/20061231/n247375573.shtml,2
www.csc108.com/gz/gz-index.htm,2
www.eastmoney.com,2
www.xk99.com,2
yule.sohu.com/20061214/n247035282.shtml,2
zhidao.baidu.com/question/51297297,2
book.qukanshu.com/yqhtml/7691.html,2
v.youku.com/v_show/id_ca00XMjc2MTgyODA=.html,2
www.fhudy.com/html/5435.html,2
www.aiboy.net,2
baike.baidu.com/view/166202.htm,2
www.jklife.cn/n47381c122.shtml,2
www.fsonline.com.cn/fscm/cmdt/200805300232.htm,2
99wyt.com,2
ks.cn.yahoo.com/question/1306121409343.html,2
www.80665555.com/specia/fuke,2
www.tgdb.com/news/html/2008-5/2008516103034.htm,2
forum.ouou.com/thread.jspa?threadID=9945,2
baijiaxin.info/article/sort05/list5_18.html,2
space.1teng.com/viewthread-164076,2
www.winrar.com.cn,2
baidu.com,2
www.verycd.com/topics/158629,2
www.tudou.com/programs/view/XFSkU3B7f4A,2
xingfurs40.blog.sohu.com/88278977.html,2
www.sqwyt.com,2
zoulan.blog.sohu.com/88217588.html,2
tieba.baidu.com/f?kz=342951461,2
www.jmzx.net,2
mm.hndjc.com/u/tf,2
you.video.sina.com.cn/b/5749559-1299674972.html,2
v.9you.com/fullscreen/xuz59s45w.html,2
info.gz-hongfeng.com/1/w/fc/3d/\xa8\xa8??\xa8\xa8\xa8\xba\xa8\xae?\xa6\xcc.html,2
www.yamao168.com/mm,2
click.cpc.sogou.com/bill_cpc?p=jmbCJjjp4EHwygbGlxcll4TFlZlxnwCvlF3uT4mba5Oqlllllx4hltQCm@XSeDrQm@olllll&q=cGlkPXNvaHUmcj0zMSZoPTE2ODQ0NDcyMCZ2PTEmYz1PAA==&url=http://www.hzysm.com,2
so.youku.com/search_playlist/q_???????3\xa1\xe3??????\xa8\xa6?????,2
www.z-love.cn/Patch/HTML/307.shtml?ubqxjs=53584,2
zhidao.baidu.com/question/42747600.html,2
weather.tq121.com.cn,2
qwfgyk.blog.sohu.com/69808219.html,2
www.nihongdeng.com,2
www.0577mov.com/html/1986.html,2
www.caijing.com.cn/20080516/62481.shtml,2
news.sina.com.cn/s/2008-05-30/014715645995.shtml,2
health.sohu.com/20070815/n251597777.shtml,2
www.rct8.cn,2
www.51xgdd.com,2
a.link8.net.ru,2
www.skykiwi.com/news/view.article.php?60468/c16,2
www.52kwz.com,2
www.xiaoshuo.com/pages/book/100/0011009019.html,2
zhidao.baidu.com/question/46344048,2
pop.pcpop.com/060514/2187673.html,2
www.sunbo.com/main.php?xname=A8QJCV0&action=dir_detail&lid=170434,2
www.tianyabook.com/jinpingmei,2
www.52eshu.com,2
www.vkeke.com/movie/2124,2
www.oldrain.com/bbs/dispbbs.asp?boardid=25&id=103236&star=1&page=32,2
www.tianya.cn/new/publicforum/Content.asp?strItem=no110&flag=1&idArticle=11049,2
m62.search.cnb.yahoo.com/question/1407021101340.html,2
stu1.huanggao.net/stu1_course/0708shang/09201558006/WH_KX_12_01_009,2
zhidao.baidu.com/question/3713337.html,2
yx999.5d6d.com/thread-32-1-1.html,2
www.yulu.info/tag/582FB6180AEBED3376563784B67C30D8.asp,2
www.55188.com/thread-151-1-1.html,2
www.55vk.com,2
www.yoyogu.cn/movie/html/2600.html,2
ent.jinghua.cn/c/200805/16/n1072044.shtml,2
zy.muwen.com/pic,2
down.52pk.com/soft/739.htm,2
ks.cn.yahoo.com/question/1406052505450.html,2
www.ku6.com/show/cXNGv0-3lHDUxMNI.html,2
www.comtx.net/ent/mingxing/neidi/200611/1384_2.shtml,2
news.xinhuanet.com/tai_gang_ao/2007-01/22/content_5636305.htm,2
www.xrxxb.com/Article/zhzx/gnyl/200710/19846_2.html,2
www.mp4gg.com/read.php?tid-438-page-e-fpage-1.html,2
blog.sina.com.cn/u/49a408eb0100047e,2
bbs.chinanews.com.cn/archiver/tid-180044.html,2
tieba.baidu.com/f?kz=281583007,2
blog.sina.com.cn/chenchushengblog,2
www.51sobao.com/bbs/thread-256490-1-1.html,2
www.cnrenti.cn/rtys/rtys-_B6_ED_C2_DE_CB_B9.html,2
www.xxxmovieforum.com,2
www.onlinedown.net,2
ks.cn.yahoo.com/question/1406090709262.html,2
post.baidu.com/%B1%B1%BE%A9%B9%A4%D2%B5%B4%F3%D1%A7%B9%A2%B5%A4%D1%A7%D4%BA/tupian/view,2
bbs.2u.com.cn/archiver/tid-77959.html,2
news.xinhuanet.com/newscenter/2004-10/07/content_2060398.htm,2
club.beelink.com.cn/TopicOther.asp?t=5&BoardID=5&id=129506,2
zhidao.baidu.com/question/44435075,2
www.ailrc.com/ViewLyric.aspx?id=mb7vTvFVLr4%3d,2
yule.sohu.com/20060922/n245483367.shtml,2
www.lewawa.com,2
post.tom.com/E9000003130.html,2
search.sz.gov.cn/was40/szgonline/czj_kjscyzgcj.jsp,2
www.36xp.net.cn,2
www.cnmdb.com/title/5683/vod,2
www.zankon.com,2
cache.tianya.cn/publicforum/content/free/1/1195183.shtml,2
post.soso.com/tv/8747999,2
zhidao.baidu.com/question/45325723,2
cq.netsh.com/eden/bbs/745217/html/table_16219834.html,2
bbs.imobile.com.cn/forum-3823-1.html,2
paper.sznews.com/tqb/20060621/ca2347492.htm,2
hi.nipic.com/dxxdxx,2
zhidao.baidu.com/question/7149821.html,2
bczx.changhong.com,2
zhidao.baidu.com/question/44348946,2
news.sina.com.cn/c/2008-03-16/111515159279.shtml,2
www.showmm8.com.cn/baike/2007/200706/17508.html,2
myweb.cn.yahoo.com/detail.html?u=3385722,2
www.goldenbg.com/article.asp?id=1552,2
games.sina.com.cn/j/c/2006-06-21/3931.shtml,2
www.fmx.cn/data/writer/writer49.html,2
zikao.eol.cn/article/20060120/3171381.shtml,2
www.d1xz.net/sm/zhugecezi.aspx,2
www.jpg.name/htm/hrwwtdhvjwzythhrzwzthszwyvzhjyjywhddw.JPG.htm,2
bbs.gter.ce.cn/bbs/viewthread.php?tid=742902&extra=page%3D2%26amp%3Bfilter%3Dtype%26amp%3Btypeid%3D336,2
www.yuage.com/b/12867.html,2
iask.sina.com.cn/b/11230743.html,2
cq.qq.com/a/20080527/000006.htm,2
ks.cn.yahoo.com/question/1306101518885.html,2
down1.tech.sina.com.cn/download/downContent/2004-03-16/2085.shtml,2
my.xunlei.com,2
www.vkuoo.com/html/yinle/fanchang/20061207/19420.html,2
www.quanyo.com/zt/paopao,2
ent.tom.com/Archive/2002/2/19-77887.html,2
www.ip138.com/sj,2
wda.com.cn/thread-594163-1-2.html,2
www.21mishu.com/Article/ShowArticle.asp?ArticleID=82249,2
sports.tom.com/2006-12-15/0424/84928687.html,2
www.skycn.com/soft/25709.html,2
www.hanhuncn.com/Html/Twsj/20060921074835205_2.html,2
bbs.kuankuan.com/viewthread.php?tid=224487,2
rz163.cn,2
www.skycn.com/soft/42849.html,2
www.wzstu.com/bbs/read.php?tid=159477&page=e&fpage=1,2
bbs.tiexue.net/post_2820345_1.html,2
pic.yesky.com/pic/xiezhen/korea,2
v.youku.com/v_show/id_cc00XMzAzNDc5Ng==.html,2
ks.cn.yahoo.com/question/1408012300810.html,2
you.video.sina.com.cn/b/4977504-1240560131.html,2
www.lkching7.com/read.php?209,2
charles.blog.sohu.com,2
www.tjac.edu.cn,2
www.pzqy.com/qqhuaxiashuaqianwaigua.html,2
wang2046.blog.sohu.com/7245706.html,2
www.aiboy.net/Article,2
zhidao.baidu.com/question/43419146,2
www.xrxxb.com/jcwz/sex/saysex/200801/20036.html,2
www.chinanews.com.cn/edu/jysp/news/2008/05-26/1262461.shtml,2
www.i0p.org,2
www.meet99.com/map,2
www.biku.com/opus/373724.html,2
bbs.xilu.com/CGI/view/chayfh/111593.html,2
bar.sina.com.cn/thread.php?tid=2149458892,2
www.tudou.com/playlist/SLFYDXX,2
www.ygjj.com,2
xs3.xggirl.com/html/mingxingxiaoyuan/20070727/2169.html,2
comments.zol.com.cn/comment.php?kindid=60&articleid=934379&tw=662&rela=,2
bj.sina.com.cn/upself/16/1304.html,2
photos.nphoto.net/quickview/2006-04/03/ff8080810a483637010a5fffc5547310.shtml,2
down.52pk.com/soft/547.htm,2
www.gayplusgay.com,2
www.jjzy.cn/bbs/read.php?tid=29564&fpage=1,2
www.99ku.com/fenlei/31.htm,2
yule.sohu.com/20070216/n248264675.shtml,2
www.cg58.com/Article_Show.asp?ArticleID=10967&ArticlePage=2,2
www.skycn.com/soft/15092.html,2
www.3g37.com,2
www.mydown.com/driver/238/238570.html,2
zhidao.baidu.com/question/750111.html?fr=qrl3,2
www.66mx.com,2
www.tudou.com/programs/view/iLGNLXeBkQQ,2
www.sc999.com.cn/yx/cs/200608/51725.html,2
wenwen.soso.com/z/q51850138.htm,2
baike.baidu.com/view/943.htm,2
blog.163.com/yrwz123@126/blog/static/275901662007112683018639,2
www.3gp.cn,2
www.456ku.com,2
www.xsbook.cn/files/article/html/2/2011,2
www.654123.com,2
sports.sina.com.cn/o/p/2006-11-19/06532575802.shtml,2
www.womanfriend.com/knowledge/zyzj/200805/18947.html,2
www.booksky.org,2
ks.cn.yahoo.com/question/1307011713357.html,2
www.bgzb.com/web/nfsb.htm,2
mail.163.com,2
hnnn.net,2
www.5252se.com,2
www.hljaic.gov.cn/zhsx/YC66.htm,2
www.cheshi.com.cn/AutoSeries/748/city_1.html,2
zhidao.baidu.com/question/48400385,2
qiche.hengshui.com,2
women.scol.com.cn/html/2005/09/004012_516868.shtml,2
v.youku.com/v_show/id_ci00XOTg5MDUyNA==.html,2
zhidao.baidu.com/question/45613089,2
www.21xin.com/shop_newsungirl/products.aspx?sku=89267%20&shbid=1355,2
news.rednet.cn/c/2008/05/28/1517411.htm,2
zhidao.baidu.com/question/7348033,2
www.xmgas.com.cn/zahui5/16493.html,2
ent.tom.com/1306/1310/2006219-175334.html,2
vod.wncpw.com/12/2918,2
6.cn,2
www.86zw.com,2
auto.163.com/special/000816N3/geely_new_logo.html,2
www.chinajunzheng.com/bbs/read.php?tid-3238-page-2-fpage-1.html,2
www.podlook.com/item/5136099,2
product.it168.com/detail/doc/26854/index.shtml,2
wuhu.hoouse.com/ManList.asp,2
www.goodbaby.com,2
ks.cn.yahoo.com/question/1306061804871.html,2
www.wapol.com/pic/show/9221.html,2
