time,user_id,query,result_click,url,result_and_click,result_rank,click_rank,url_split,word_count,label
00:00:00,21603374619077448,111aa图片,1 6,www.fotolog.com.cn/tags/aa111,"[""1"",""6""]",1,6,"[""www.fotolog"",""tags"",""aa111""]","{""aa111"":1,""tags"":1,""www.fotolog"":1}",Information
00:00:00,7423866288265172,豆腐的制成,3 13,ks.cn.yahoo.com/question/1406051201894.html,"[""3"",""13""]",3,13,"[""ks.yahoo"",""question"",""1406051201894l""]","{""1406051201894l"":1,""question"":1,""ks.yahoo"":1}",Resource
00:00:00,616877776407358,tudou.com+禁播电影,2 9,topic.bindou.com/1487,"[""2"",""9""]",2,9,"[""topic.bindou"",""1487"",""""]","{""1487"":1,""topic.bindou"":1}",Information
00:00:00,3933365481995287,最佳受孕时间,6 3,ks.cn.yahoo.com/question/1407051001276.html,"[""6"",""3""]",6,3,"[""ks.yahoo"",""question"",""1407051001276l""]","{""1407051001276l"":1,""question"":1,""ks.yahoo"":1}",Resource
00:00:00,8242389147671512,捷克民歌土风舞++教案,2 3,shwamlys.blog.sohu.com/76558184.html,"[""2"",""3""]",2,3,"[""shwamlys.blog.sohu"",""76558184l""]","{""76558184l"":1,""shwamlys.blog.sohu"":1}",Information
00:00:00,8248403977107859,pdf,1 1,download.it168.com/18/1805/13947/13947_3.shtml,"[""1"",""1""]",1,1,"[""download.it168"",""18"",""1805"",""13947"",""13947_3""]","{""13947"":1,""1805"":1,""18"":1,""13947_3"":1,""download.it168"":1}",Resource
00:00:00,6239728533154822,喷嘭乐团lonely+day,7 9,www.songtaste.com/song/266563,"[""7"",""9""]",7,9,"[""www.songtaste"",""song"",""266563"",""""]","{""266563"":1,""song"":1,""www.songtaste"":1}",Information
00:00:00,6551182914925117,尼康相机报价,6 4,product.it168.com/list/b/03050171_1.shtml,"[""6"",""4""]",6,4,"[""product.it168"",""list"",""b"",""03050171_1""]","{""03050171_1"":1,""b"":1,""list"":1,""product.it168"":1}",Resource
00:00:00,2345161545038265,哄抢救灾物资,2 1,pic.news.mop.com/gs/2008/0528/12985.shtml,"[""2"",""1""]",2,1,"[""pic.news.mop"",""gs"",""2008"",""0528"",""12985""]","{""12985"":1,""0528"":1,""2008"":1,""gs"":1,""pic.news.mop"":1}",Information
00:00:00,6478452674857782,1000,4 1,www.1000dy.cn,"[""4"",""1""]",4,1,"[""www.1000dy"",""""]","{""www.1000dy"":1}",Navigation
00:00:00,23405445793591878,剑荡天下+++展鹏,4 5,74.53.27.3/~xx4ucom/bbs/simple/index.php?t31744.html,"[""4"",""5""]",4,5,"[""74.53.27.3"",""~xx4ucom"",""bbs"",""simple"",""index.php?t31744l""]","{""index.php?t31744l"":1,""simple"":1,""bbs"":1,""~xx4ucom"":1,""74.53.27.3"":1}",Information
00:00:00,23457845712802688,人妖,4 1,play.zol.com.cn/detail/1659_1.html,"[""4"",""1""]",4,1,"[""play.zol"",""detail"",""1659_1l""]","{""detail"":1,""1659_1l"":1,""play.zol"":1}",Resource
00:00:00,4625224675315291,印尼排华是怎么回事,2 6,zhidao.baidu.com/question/47218514,"[""2"",""6""]",2,6,"[""zhidao.baidu"",""question"",""47218514""]","{""47218514"":1,""question"":1,""zhidao.baidu"":1}",Information
00:00:00,48731119953599966,东莞市塘厦新泰塑胶五金厂,10 44,www.hi-b2b.com/product/17w47204/index.shtml,"[""10"",""44""]",10,44,"[""www.hi-b2b"",""product"",""17w47204"",""index""]","{""index"":1,""17w47204"":1,""product"":1,""www.hi-b2b"":1}",Information
00:00:00,48530765688455246,胡其美,26 3,www.gotostreet.com/bbs/ShowPost.Asp?ID=121,"[""26"",""3""]",26,3,"[""www.gotostreet"",""bbs"",""showpost.asp?id=121""]","{""showpost.asp?id=121"":1,""bbs"":1,""www.gotostreet"":1}",Information
00:00:00,5750662932822584,女士找鸭子经历,3 2,zhangxiaoyu52.blog.sohu.com/76119569.html,"[""3"",""2""]",3,2,"[""zhangxiaoyu52.blog.sohu"",""76119569l""]","{""76119569l"":1,""zhangxiaoyu52.blog.sohu"":1}",Information
00:00:00,11515839301781111,2008年运程,4 3,2008.gif123.com,"[""4"",""3""]",4,3,"[""2008.gif123"",""""]","{""2008.gif123"":1}",Information
00:00:00,26706283607513126,芭蕾舞剧《天鹅湖》,5 6,you.video.sina.com.cn/b/5924814-1246200450.html,"[""5"",""6""]",5,6,"[""you.video.sina"",""b"",""5924814-1246200450l""]","{""5924814-1246200450l"":1,""b"":1,""you.video.sina"":1}",Resource
00:00:00,1532039495118448,不锈钢,1 1,www.51bxg.com,"[""1"",""1""]",1,1,"[""www.51bxg"",""""]","{""www.51bxg"":1}",Navigation
00:00:01,14362172758659586,明星合成,64 21,link.44box.com,"[""64"",""21""]",64,21,"[""link.44box"",""""]","{""link.44box"":1}",Information
00:00:01,8958844460084823,骆冰下载,6 3,www.sxjzy.com/css/l.asp?id=560,"[""6"",""3""]",6,3,"[""www.sxjzy"",""css"",""l.asp?id=560""]","{""l.asp?id=560"":1,""css"":1,""www.sxjzy"":1}",Information
00:00:01,14918066497166943,欧洲冠军联赛决赛,4 1,s.sohu.com/20080220/n255256097.shtml,"[""4"",""1""]",4,1,"[""s.sohu"",""20080220"",""n255256097""]","{""n255256097"":1,""20080220"":1,""s.sohu"":1}",Information
00:00:01,1532039495118448,不锈钢,1 2,www.51bxg.com,"[""1"",""2""]",1,2,"[""www.51bxg"",""""]","{""www.51bxg"":1}",Navigation
00:00:01,3615007303648702,18+girl+japan,4 15,www.jp-pussy.com,"[""4"",""15""]",4,15,"[""www.jp-pussy"",""""]","{""www.jp-pussy"":1}",Navigation
00:00:01,8761939261737872,年轻人住房问题,11 7,news.qq.com/a/20070810/002446.htm,"[""11"",""7""]",11,7,"[""news.qq"",""a"",""20070810"",""002446""]","{""20070810"":1,""a"":1,""002446"":1,""news.qq"":1}",Information
00:00:01,7993461044162651,黑帮千金要结婚,7 2,www.tudou.com/programs/view/xD7r91DeI3o,"[""7"",""2""]",7,2,"[""www.tudou"",""programs"",""view"",""xd7r91dei3o"",""""]","{""xd7r91dei3o"":1,""programs"":1,""view"":1,""www.tudou"":1}",Resource
00:00:01,7940115548226505,MD游戏下载,6 6,www.babeijiu.com/down/300/d1144002b.htm,"[""6"",""6""]",6,6,"[""www.babeijiu"",""down"",""300"",""d1144002b""]","{""d1144002b"":1,""300"":1,""down"":1,""www.babeijiu"":1}",Information
00:00:01,866575159856572,印尼排华是怎么回事,8 2,wenwen.soso.com/z/q38846748.htm,"[""8"",""2""]",8,2,"[""wenwen.soso"",""z"",""q38846748""]","{""q38846748"":1,""z"":1,""wenwen.soso"":1}",Information
00:00:01,46394240497431355,测出四川汶川地震,42 26,wenwen.soso.com/z/q63072188.htm,"[""42"",""26""]",42,26,"[""wenwen.soso"",""z"",""q63072188""]","{""q63072188"":1,""z"":1,""wenwen.soso"":1}",Information
00:00:01,20251553549853485,彩信相册,2 1,photo.monternet.com/web/album/index.jsp,"[""2"",""1""]",2,1,"[""photo.monternet"",""web"",""album"",""index.jsp""]","{""index.jsp"":1,""album"":1,""web"":1,""photo.monternet"":1}",Information
00:00:01,5388089767668996,免费看三级图片,9 7,226500.cn/bbs/dispbbs.asp?boardid=46&Id=9621&star=1,"[""9"",""7""]",9,7,"[""226500"",""bbs"",""dispbbs.asp?boardid=46&id=9621&star=1""]","{""dispbbs.asp?boardid=46&id=9621&star=1"":1,""bbs"":1,""226500"":1}",Information
00:00:01,7812322229275207,link:jejie.cn,1 3,jejie.cn,"[""1"",""3""]",1,3,"[""jejie"",""""]","{""jejie"":1}",Information
00:00:01,9998054335177979,sj+c中文首站,2 9,chinasj.ifensi.com/archiver/?tid-5992.html,"[""2"",""9""]",2,9,"[""chinasj.ifensi"",""archiver"",""?tid-5992l""]","{""?tid-5992l"":1,""archiver"":1,""chinasj.ifensi"":1}",Resource
00:00:02,7332328301924345,女犯鞭刑,6 8,blog.sina.com.cn/u/49f2b53b010007e0,"[""6"",""8""]",6,8,"[""blog.sina"",""u"",""49f2b53b010007e0""]","{""49f2b53b010007e0"":1,""u"":1,""blog.sina"":1}",Information
00:00:02,9026201537815861,scat,13 24,www.scatwebmaster.com,"[""13"",""24""]",13,24,"[""www.scatwebmaster"",""""]","{""www.scatwebmaster"":1}",Navigation
00:00:02,1421205460982763,健美,8 2,www.mandf.cn,"[""8"",""2""]",8,2,"[""www.mandf"",""""]","{""www.mandf"":1}",Navigation
00:00:02,2671748246892677,哄抢救灾物资,2 5,pic.news.mop.com/gs/2008/0528/12985.shtml,"[""2"",""5""]",2,5,"[""pic.news.mop"",""gs"",""2008"",""0528"",""12985""]","{""12985"":1,""0528"":1,""2008"":1,""gs"":1,""pic.news.mop"":1}",Information
00:00:02,2187261559920859,www.5252se.com,1 1,www.5252se.com,"[""1"",""1""]",1,1,"[""www.5252se"",""""]","{""www.5252se"":1}",Navigation
00:00:02,5687877046704298,对坚持科学发展观、构建和谐社会的认识,5 29,ks.cn.yahoo.com/question/1408011504198.html,"[""5"",""29""]",5,29,"[""ks.yahoo"",""question"",""1408011504198l""]","{""1408011504198l"":1,""question"":1,""ks.yahoo"":1}",Resource
00:00:02,7594960465891712,蒙古国地图,2 2,www.9tour.cn/Wiki_Map/City3119/40815/1,"[""2"",""2""]",2,2,"[""www.9tour"",""wiki_map"",""city3119"",""40815"",""1"",""""]","{""1"":1,""40815"":1,""city3119"":1,""wiki_map"":1,""www.9tour"":1}",Information
00:00:02,9766368846776196,英语培训,1 1,www.glvchina.com,"[""1"",""1""]",1,1,"[""www.glvchina"",""""]","{""www.glvchina"":1}",Navigation
00:00:02,6252780199205116,房价什么时间下调,1 5,zhidao.baidu.com/question/921110,"[""1"",""5""]",1,5,"[""zhidao.baidu"",""question"",""921110""]","{""921110"":1,""question"":1,""zhidao.baidu"":1}",Information
00:00:02,7139261067744087,党宁的博客,5 4,blog.sina.com.cn/u/1232113891,"[""5"",""4""]",5,4,"[""blog.sina"",""u"",""1232113891""]","{""1232113891"":1,""u"":1,""blog.sina"":1}",Information
00:00:02,8181820631750396,窗外,5 2,www.zhulang.com/4212/index.html,"[""5"",""2""]",5,2,"[""www.zhulang"",""4212"",""indexl""]","{""indexl"":1,""4212"":1,""www.zhulang"":1}",Information
00:00:02,28556208222257873,2008年新兴行业,3 15,zhidao.baidu.com/question/48881311,"[""3"",""15""]",3,15,"[""zhidao.baidu"",""question"",""48881311""]","{""48881311"":1,""question"":1,""zhidao.baidu"":1}",Information
00:00:02,3648075681022645,耐克凉鞋,4 18,auction1.taobao.com/auction/item_detail-0db2-a4938311dd2df6585692bee8e67ce6e6.jhtml,"[""4"",""18""]",4,18,"[""auction1.taobao"",""auction"",""item_detail-0db2-a4938311dd2df6585692bee8e67ce6e6.jhtml""]","{""item_detail-0db2-a4938311dd2df6585692bee8e67ce6e6.jhtml"":1,""auction"":1,""auction1.taobao"":1}",Information
00:00:02,6317584696510536,哄抢救灾物资,1 1,news.21cn.com/social/daqian/2008/05/29/4777194_1.shtml,"[""1"",""1""]",1,1,"[""news.21cn"",""social"",""daqian"",""2008"",""05"",""29"",""4777194_1""]","{""29"":1,""05"":1,""4777194_1"":1,""2008"":1,""daqian"":1,""social"":1,""news.21cn"":1}",Information
00:00:02,17326342867997962,fucking,115 65,fucking-machines-tampa.topmegapornos.com,"[""115"",""65""]",115,65,"[""fucking-machines-tampa.topmegapornos"",""""]","{""fucking-machines-tampa.topmegapornos"":1}",Information
00:00:03,35804326352621896,免费取名,3 1,huaxia.wangzhan8.com,"[""3"",""1""]",3,1,"[""huaxia.wangzhan8"",""""]","{""huaxia.wangzhan8"":1}",Information
00:00:03,35494681591404975,哄抢救灾物资,2 3,pic.news.mop.com/gs/2008/0528/12985.shtml,"[""2"",""3""]",2,3,"[""pic.news.mop"",""gs"",""2008"",""0528"",""12985""]","{""12985"":1,""0528"":1,""2008"":1,""gs"":1,""pic.news.mop"":1}",Information
00:00:03,7321773511158924,欧美金发女郎,2 4,a.se2222.com/Html/OPIC/index.html,"[""2"",""4""]",2,4,"[""a.se2222"",""html"",""opic"",""indexl""]","{""indexl"":1,""opic"":1,""html"":1,""a.se2222"":1}",Information
00:00:03,43080219994871455,google,1 1,www.google.com,"[""1"",""1""]",1,1,"[""www.google"",""""]","{""www.google"":1}",Navigation
00:00:03,9826806962227619,欧美+模特,20 22,you.video.vnet.cn/b/4011742-1462936717.html,"[""20"",""22""]",20,22,"[""you.video.vnet"",""b"",""4011742-1462936717l""]","{""4011742-1462936717l"":1,""b"":1,""you.video.vnet"":1}",Information
00:00:03,6625608472079179,哄抢救灾物资,1 1,news.21cn.com/social/daqian/2008/05/29/4777194_1.shtml,"[""1"",""1""]",1,1,"[""news.21cn"",""social"",""daqian"",""2008"",""05"",""29"",""4777194_1""]","{""29"":1,""05"":1,""4777194_1"":1,""2008"":1,""daqian"":1,""social"":1,""news.21cn"":1}",Information
00:00:03,7954902679225404,芜湖旅游,7 3,www.tourunion.com/spot/city/583340.htm,"[""7"",""3""]",7,3,"[""www.tourunion"",""spot"",""city"",""583340""]","{""583340"":1,""city"":1,""spot"":1,""www.tourunion"":1}",Information
00:00:03,9717831746543397,奥运,7 3,www.beijing2008.com,"[""7"",""3""]",7,3,"[""www.beijing2008"",""""]","{""www.beijing2008"":1}",Navigation
00:00:03,6248455356965147,夏季服装如何搭配,3 1,forum.taobao.com/forum-8/show_guide---guide-5913681-.htm,"[""3"",""1""]",3,1,"[""forum.taobao"",""forum-8"",""show_guide---guide-5913681-""]","{""show_guide---guide-5913681-"":1,""forum-8"":1,""forum.taobao"":1}",Information
00:00:03,7165349589199138,中文小说+武林萌主,20 24,www.79zw.com/files/article/info/75/75286.htm,"[""20"",""24""]",20,24,"[""www.79zw"",""files"",""article"",""info"",""75"",""75286""]","{""75286"":1,""info"":1,""75"":1,""article"":1,""files"":1,""www.79zw"":1}",Information
00:00:03,2155385437198864,xingjiao姿势图片,1 4,www.bnbw.com.cn/News/2006725235815.html,"[""1"",""4""]",1,4,"[""www.bnbw"",""news"",""2006725235815l""]","{""2006725235815l"":1,""news"":1,""www.bnbw"":1}",Information
00:00:03,9516207646884747,化妆培训班,1 1,ks.cn.yahoo.com/question/?source=ycont_ncp_ks&qid=1307073003059,"[""1"",""1""]",1,1,"[""ks.yahoo"",""question"",""?source=ycont_ncp_ks&qid=1307073003059""]","{""?source=ycont_ncp_ks&qid=1307073003059"":1,""question"":1,""ks.yahoo"":1}",Resource
00:00:03,3151010454922942,Norajo-Day+It+Take(Remix),14 31,ting.666ccc.com/song_words/89845.html,"[""14"",""31""]",14,31,"[""ting.666ccc"",""song_words"",""89845l""]","{""89845l"":1,""song_words"":1,""ting.666ccc"":1}",Information
00:00:03,33445072154055155,绝世风尚,1 1,218.189.234.235/viewthread.php?tid=591163&extra=page%3D3,"[""1"",""1""]",1,1,"[""218.189.234.235"",""viewthread.php?tid=591163&extra=page%3d3""]","{""viewthread.php?tid=591163&extra=page%3d3"":1,""218.189.234.235"":1}",Resource
00:00:04,8268233753604415,莎朗斯通电影,12 4,www.sznews.com/news/content/2008-05/30/content_2083346.htm,"[""12"",""4""]",12,4,"[""www.sznews"",""news"",""content"",""2008-05"",""30"",""content_2083346""]","{""content_2083346"":1,""30"":1,""content"":1,""news"":1,""2008-05"":1,""www.sznews"":1}",Information
00:00:04,25387369164541234,36XP,3 2,a.36xp.com,"[""3"",""2""]",3,2,"[""a.36xp"",""""]","{""a.36xp"":1}",Information
00:00:04,2879613716025987,韩国劲爆舞曲,2 3,www.kugou.com/plist/playbill/special.aspx?id=1141268,"[""2"",""3""]",2,3,"[""www.kugou"",""plist"",""playbill"",""special.aspx?id=1141268""]","{""special.aspx?id=1141268"":1,""playbill"":1,""plist"":1,""www.kugou"":1}",Information
00:00:04,598816707234844,大鹏,2 2,peng.blog.sohu.com,"[""2"",""2""]",2,2,"[""peng.blog.sohu"",""""]","{""peng.blog.sohu"":1}",Information
00:00:04,6943214457930995,秦始皇陵墓,1 16,www.vekee.com/b51126,"[""1"",""16""]",1,16,"[""www.vekee"",""b51126"",""""]","{""b51126"":1,""www.vekee"":1}",Information
00:00:04,907685968180253,金鳞MP3,5 2,b.yinbbs.com/viewthread.php?tid=210322&extra=page%3D1,"[""5"",""2""]",5,2,"[""b.yinbbs"",""viewthread.php?tid=210322&extra=page%3d1""]","{""viewthread.php?tid=210322&extra=page%3d1"":1,""b.yinbbs"":1}",Resource
00:00:04,554004435565833,青海湖水怪,3 2,www.mifang.org/do/bs/p55.html,"[""3"",""2""]",3,2,"[""www.mifang"",""do"",""bs"",""p55l""]","{""p55l"":1,""bs"":1,""do"":1,""www.mifang"":1}",Information
00:00:04,9975666857142764,电脑创业,3 3,ks.cn.yahoo.com/question/1407041904210.html,"[""3"",""3""]",3,3,"[""ks.yahoo"",""question"",""1407041904210l""]","{""1407041904210l"":1,""question"":1,""ks.yahoo"":1}",Resource
00:00:04,980289257562675,司莫司汀,2 3,baike.baidu.com/view/784417.htm,"[""2"",""3""]",2,3,"[""baike.baidu"",""view"",""784417""]","{""784417"":1,""view"":1,""baike.baidu"":1}",Information
00:00:04,13247246443688898,天涯社区+娱乐八卦,11 13,bjyouth.ynet.com/article.jsp?oid=12940279,"[""11"",""13""]",11,13,"[""bjyouth.ynet"",""article.jsp?oid=12940279""]","{""article.jsp?oid=12940279"":1,""bjyouth.ynet"":1}",Information
00:00:04,7594220010824798,哄抢救灾物资,3 2,www.17tech.com/news/20080531107270.shtml,"[""3"",""2""]",3,2,"[""www.17tech"",""news"",""20080531107270""]","{""20080531107270"":1,""news"":1,""www.17tech"":1}",Information
00:00:04,41495093190586196,北京欢迎你mp4格式,10 8,channel.pcpop.com/Dealer20708/MP4_01068_1.html,"[""10"",""8""]",10,8,"[""channel.pcpop"",""dealer20708"",""mp4_01068_1l""]","{""mp4_01068_1l"":1,""dealer20708"":1,""channel.pcpop"":1}",Resource
00:00:04,376189760947982,big+breast,3 3,www.big-breast-archive.net,"[""3"",""3""]",3,3,"[""www.big-breast-archive"",""""]","{""www.big-breast-archive"":1}",Navigation
00:00:04,9215584418987899,沈国放+间谍,2 17,news.qq.com/a/20060425,"[""2"",""17""]",2,17,"[""news.qq"",""a"",""20060425"",""""]","{""a"":1,""20060425"":1,""news.qq"":1}",Information
00:00:04,19701804785360144,网游+妖狐传说,1 1,html.hjsm.tom.com/html/book/15/77/index.htm,"[""1"",""1""]",1,1,"[""html.hjsm.tom"",""html"",""book"",""15"",""77"",""index""]","{""index"":1,""book"":1,""15"":1,""html"":1,""77"":1,""html.hjsm.tom"":1}",Resource
00:00:04,2531182989964728,什么时候台湾能归来,2 1,ks.cn.yahoo.com/question/1406090208828.html,"[""2"",""1""]",2,1,"[""ks.yahoo"",""question"",""1406090208828l""]","{""1406090208828l"":1,""question"":1,""ks.yahoo"":1}",Resource
00:00:04,16121060750067695,辱华,2 4,finance.tom.com/1327/2004129-122987.html,"[""2"",""4""]",2,4,"[""finance.tom"",""1327"",""2004129-122987l""]","{""2004129-122987l"":1,""1327"":1,""finance.tom"":1}",Information
00:00:05,5622880127464453,115ss,7 2,115ss.cn/s/Html/zptp/index.html,"[""7"",""2""]",7,2,"[""115ss"",""s"",""html"",""zptp"",""indexl""]","{""indexl"":1,""zptp"":1,""html"":1,""s"":1,""115ss"":1}",Resource
00:00:05,7256222512839713,雷锋论坛,5 3,www.jdb666.com,"[""5"",""3""]",5,3,"[""www.jdb666"",""""]","{""www.jdb666"":1}",Navigation
00:00:05,4597407597846744,周迅李大齐合影,4 1,news.66wz.com/system/2006/06/08/100130620.shtml,"[""4"",""1""]",4,1,"[""news.66wz"",""system"",""2006"",""06"",""08"",""100130620""]","{""100130620"":1,""08"":1,""06"":1,""2006"":1,""system"":1,""news.66wz"":1}",Information
00:00:05,9097516432743482,哄抢救灾物资,1 1,news.21cn.com/social/daqian/2008/05/29/4777194_1.shtml,"[""1"",""1""]",1,1,"[""news.21cn"",""social"",""daqian"",""2008"",""05"",""29"",""4777194_1""]","{""29"":1,""05"":1,""4777194_1"":1,""2008"":1,""daqian"":1,""social"":1,""news.21cn"":1}",Information
00:00:05,7584207738042873,范冰冰涉黄成名录像,2 1,cq.qq.com/a/20061121/000432.htm,"[""2"",""1""]",2,1,"[""cq.qq"",""a"",""20061121"",""000432""]","{""20061121"":1,""000432"":1,""a"":1,""cq.qq"":1}",Information
00:00:05,6975833599844988,少年英雄方世玉,3 2,www.youku.com/playlist_show/id_937166.html,"[""3"",""2""]",3,2,"[""www.youku"",""playlist_show"",""id_937166l""]","{""id_937166l"":1,""playlist_show"":1,""www.youku"":1}",Resource
00:00:05,7044693659960919,有声小说,10 8,study.sooyuu.com/ZiLiao/literature,"[""10"",""8""]",10,8,"[""study.sooyuu"",""ziliao"",""literature"",""""]","{""literature"":1,""ziliao"":1,""study.sooyuu"":1}",Information
00:00:05,15984948747597305,郝海东+杨钰莹,2 4,sports.enorth.com.cn/system/2007/02/13/001549395.shtml,"[""2"",""4""]",2,4,"[""sports.enorth"",""system"",""2007"",""02"",""13"",""001549395""]","{""13"":1,""02"":1,""2007"":1,""system"":1,""001549395"":1,""sports.enorth"":1}",Information
00:00:05,44801909258572364,兴义之窗,1 2,www.xy.gz.cn,"[""1"",""2""]",1,2,"[""www.xy.gz"",""""]","{""www.xy.gz"":1}",Navigation
00:00:05,41641664258866384,汶川地震原因,7 1,news.qq.com/a/20080513/002018.htm,"[""7"",""1""]",7,1,"[""news.qq"",""a"",""20080513"",""002018""]","{""002018"":1,""20080513"":1,""a"":1,""news.qq"":1}",Information
00:00:05,6185822016522959,姚明年薪工资,4 1,zhidao.baidu.com/question/43224630,"[""4"",""1""]",4,1,"[""zhidao.baidu"",""question"",""43224630""]","{""43224630"":1,""question"":1,""zhidao.baidu"":1}",Information
00:00:05,6931211848696964,郎铮近况,31 23,saqwudi.blog.sohu.com,"[""31"",""23""]",31,23,"[""saqwudi.blog.sohu"",""""]","{""saqwudi.blog.sohu"":1}",Information
00:00:05,5885328931786534,汶川地震原因+三峡,29 13,zhidao.baidu.com/question/53877817,"[""29"",""13""]",29,13,"[""zhidao.baidu"",""question"",""53877817""]","{""53877817"":1,""question"":1,""zhidao.baidu"":1}",Information
00:00:05,8129627831440874,印尼排华是怎么回事,2 1,zhidao.baidu.com/question/47218514,"[""2"",""1""]",2,1,"[""zhidao.baidu"",""question"",""47218514""]","{""47218514"":1,""question"":1,""zhidao.baidu"":1}",Information
00:00:05,165078552923283,孔雀+电影下载,69 19,xl.eresdown.com/movie/33490,"[""69"",""19""]",69,19,"[""xl.eresdown"",""movie"",""33490""]","{""33490"":1,""movie"":1,""xl.eresdown"":1}",Resource
00:00:05,47808313738916014,1998年印尼排华事件,8 5,chenr168.blog.sohu.com/3124660.html,"[""8"",""5""]",8,5,"[""chenr168.blog.sohu"",""3124660l""]","{""3124660l"":1,""chenr168.blog.sohu"":1}",Information
00:00:05,9464242022697992,哄抢救灾物资,1 5,news.21cn.com/social/daqian/2008/05/29/4777194_1.shtml,"[""1"",""5""]",1,5,"[""news.21cn"",""social"",""daqian"",""2008"",""05"",""29"",""4777194_1""]","{""29"":1,""05"":1,""4777194_1"":1,""2008"":1,""daqian"":1,""social"":1,""news.21cn"":1}",Information
00:00:05,9464242022697992,哄抢救灾物资,1 6,news.21cn.com/social/daqian/2008/05/29/4777194_1.shtml,"[""1"",""6""]",1,6,"[""news.21cn"",""social"",""daqian"",""2008"",""05"",""29"",""4777194_1""]","{""29"":1,""05"":1,""4777194_1"":1,""2008"":1,""daqian"":1,""social"":1,""news.21cn"":1}",Information
00:00:05,7943328229601189,nudetube,166 10,a.22uo.com/42/webpage/P/2008525/1079_1.Html,"[""166"",""10""]",166,10,"[""a.22uo"",""42"",""webpage"",""p"",""2008525"",""1079_1l""]","{""1079_1l"":1,""2008525"":1,""p"":1,""webpage"":1,""42"":1,""a.22uo"":1}",Information
00:00:06,694244280974115,沙漠夺宝,17 3,www.eee4.com/html/dongzuo/2007/1224/11968.html,"[""17"",""3""]",17,3,"[""www.eee4"",""html"",""dongzuo"",""2007"",""1224"",""11968l""]","{""11968l"":1,""1224"":1,""2007"":1,""dongzuo"":1,""html"":1,""www.eee4"":1}",Information
00:00:06,9441949621471399,韩国饰品,1 1,www.uczx.com,"[""1"",""1""]",1,1,"[""www.uczx"",""""]","{""www.uczx"":1}",Navigation
00:00:06,6362403575020226,www.yingyue98.com,2 1,"sq.qq.com/tag/\xa8\xa6?3?1?\xa8\xa6????\xa1\xec","[""2"",""1""]",2,1,"[""sq.qq"",""tag"",""\xa8\xa6?3?1?\xa8\xa6????\xa1\xec"",""""]","{""\xa8\xa6?3?1?\xa8\xa6????\xa1\xec"":1,""tag"":1,""sq.qq"":1}",Information
